-0.53771,-0.90792,
-0.45643,-0.39882,
-0.44171,-0.70795,
-0.54106,-0.56275,
-0.47085,-0.47179,
-0.44472,-0.68595,
-0.57402,-0.28449,
-0.39512,-0.55362,
-0.64218,-0.25516,
-0.63088,-0.62783,
-0.78407,-0.35025,
-0.51785,-0.18544,
-0.49816,-0.42395,
-0.76658,-0.68128,
-0.5879,-0.33234,
-0.61026,-0.7443,
-0.46678,-0.31139,
-0.48753,-0.35776,
-0.89621,-0.50266,
-0.56713,-0.47804,
-0.59669,-0.1571,
-0.88915,-0.72129,
-0.50289,-0.40133,
-0.77411,-0.57427,
-0.70204,-0.47317,
-0.76825,-0.62934,
-0.36809,-0.18407,
-0.39636,-0.27708,
-0.67324,-0.8579,
-0.67445,-0.4414,
-0.83734,-0.77553,
-0.63566,-0.37507,
-0.78846,-0.52105,
-0.59207,-0.088121,
-0.66276,-0.38121,
-0.72841,-0.67473,
-0.51989,-0.60875,
-0.81032,-0.6467,
-0.53901,-0.65897,
-0.82825,-0.87203,
-0.87567,-0.47302,
-0.64666,-0.50096,
-0.62521,-0.65109,
-0.37866,-0.47462,
-0.67185,-0.45364,
-0.53668,-0.80141,
-0.4206,-0.8318,
-0.543,-0.21897,
-0.64616,-0.67008,
-0.80392,-0.64148,
-0.81036,-0.58353,
-0.5422,-0.48629,
-0.64894,-0.99368,
-0.60565,-0.56066,
-0.85071,-0.80944,
-0.66427,-0.60569,
-0.83186,-0.46446,
-0.67575,-0.33164,
-0.5541,-0.45781,
-0.65445,-0.56223,
-0.4004,-0.42297,
-0.81908,-0.5942,
-0.82376,-0.40579,
-0.76247,-0.59062,
-0.60727,-0.2486,
-0.50076,-0.95733,
-0.38826,-0.12387,
-0.61433,-0.48159,
-0.3795,-0.41916,
-0.48978,0.011208,
-0.78443,-0.48236,
-0.58612,-0.086215,
-0.41684,-0.70863,
-0.7881,-0.63811,
-0.76353,-0.42889,
-0.42736,-0.45348,
-0.59796,-0.72657,
-0.67679,-0.76334,
-0.77111,-0.19052,
-0.69685,-0.5219,
-0.36783,-0.38994,
-0.66231,-0.28552,
-0.42232,-0.5421,
-0.5444,-0.1955,
-0.37697,-0.28186,
-0.55051,-0.57937,
-0.52441,-0.39188,
-0.68658,-0.78053,
-0.43029,-1.0435,
-0.88666,-0.4505,
-0.47661,-0.41481,
-0.63323,-0.2866,
-0.74839,-0.30322,
-0.61713,-0.362,
-0.55779,-0.82167,
-0.44317,-0.75946,
-0.55547,-0.77329,
-0.54483,-0.31666,
-0.67189,-0.79029,
-0.46037,-0.71253,
-0.51335,-0.8037,
-0.50009,-0.82723,
-0.40248,-0.69333,
-0.72553,-0.72739,
-0.54853,-1.1349,
-0.54266,-0.62715,
-0.57536,-0.53052,
-0.49111,-0.59794,
-0.72029,-0.5517,
-0.74229,-0.77635,
-0.46997,-0.24077,
-0.72237,-0.4212,
-0.4466,-0.7382,
-0.54499,-0.71126,
-0.91425,-0.86442,
-0.46612,-0.67353,
-0.47535,-0.60822,
-0.39687,-0.72622,
-0.37933,-0.55697,
-0.71673,-0.75714,
-0.41992,-0.37076,
-0.54205,-0.69589,
-0.51206,-0.63053,
-0.76235,-0.73305,
-0.52958,-0.61103,
-0.67086,-0.67503,
-0.6538,-0.53695,
-0.72747,-0.67687,
-0.5573,-0.80829,
-0.66176,-0.52938,
-0.50714,-0.99266,
-0.67272,-0.54695,
-0.69644,-0.40222,
-0.53236,-0.5952,
-0.62185,-0.67967,
-0.44245,-0.75651,
-0.64507,-0.37177,
-0.55003,-0.31112,
-0.67232,-0.33264,
-0.78447,-0.63681,
-0.45321,-0.78528,
-0.57614,-0.27258,
-0.57754,-0.39082,
-0.59507,-0.58479,
-0.70361,-0.60358,
-0.85108,-0.73505,
-0.50319,-0.26062,
-0.47271,-0.4834,
-0.36793,-0.32272,
-0.79432,-0.68326,
-0.6998,-0.67077,
-0.87027,-0.86135,
-0.71447,-0.42941,
-0.67038,-0.31383,
-0.43314,-0.83457,
-0.55032,-0.48184,
-0.46406,-0.61483,
-0.70922,-0.3928,
-0.80941,-0.40555,
-0.64175,-0.2566,
-0.83333,-0.69859,
-0.75236,-0.48942,
-0.49114,-0.49871,
-0.63374,-0.55039,
-0.41435,-0.2781,
-0.55723,-0.53208,
-0.52166,-0.58764,
-0.44268,-0.74367,
-0.43249,-0.77668,
-0.49331,-0.64239,
-0.44715,-0.48791,
-0.51181,-0.56199,
-0.56827,-0.68248,
-0.50703,-0.67309,
-0.51466,-0.61673,
-0.52636,-0.42902,
-0.68737,-1.0757,
-0.70398,-0.26069,
-0.57592,-0.43197,
-0.63125,-0.6822,
-0.73348,-0.83396,
-0.75709,-0.5896,
-0.62107,-0.27514,
-0.38968,-0.63395,
-0.47915,-0.44257,
-0.7783,-0.58178,
-0.40923,-0.77929,
-0.63888,-0.57665,
-0.6201,-0.6025,
-0.6193,-0.40494,
-0.75672,-0.93157,
-0.53127,-0.75448,
