-0.53771,-0.90792,
-0.28972,-0.7363,
-0.063336,-0.69178,
-0.19907,-0.74288,
-0.45643,-0.39882,
0.010806,-1.0458,
-0.44171,-0.70795,
-0.54106,-0.56275,
-0.47085,-0.47179,
-0.44472,-0.68595,
-0.30692,-0.9247,
-0.57402,-0.28449,
-0.13886,-0.68009,
-0.22222,-0.66528,
0.0078556,-0.59393,
-0.37484,-0.80427,
-0.39512,-0.55362,
-0.090012,-0.6681,
-0.2479,-0.42924,
-0.64218,-0.25516,
-0.17168,-0.81123,
0.063029,-0.54896,
-0.63088,-0.62783,
-0.78407,-0.35025,
-0.21299,-0.34662,
-0.51785,-0.18544,
-0.49816,-0.42395,
-0.33787,-0.68578,
-0.76658,-0.68128,
-0.271,-0.72649,
-0.34748,-0.47574,
-0.5879,-0.33234,
-0.61026,-0.7443,
-0.17224,-0.35106,
-0.46678,-0.31139,
-0.32162,-0.71862,
-0.48753,-0.35776,
0.030239,-0.48606,
-0.063794,-0.39727,
-0.079004,-0.50688,
-0.89621,-0.50266,
-0.25928,-0.73264,
-0.23798,-0.47115,
-0.56713,-0.47804,
-0.59669,-0.1571,
-0.88915,-0.72129,
-0.20737,-0.63554,
-0.50289,-0.40133,
-0.0473,-0.63688,
-0.10697,-0.23127,
-0.26558,-0.065187,
0.0010026,-0.32455,
-0.24815,-0.98042,
-0.33262,-0.41671,
-0.011111,-0.74727,
-0.77411,-0.57427,
-0.70204,-0.47317,
-0.76825,-0.62934,
-0.36809,-0.18407,
-0.39636,-0.27708,
-0.27246,-0.10611,
-0.32876,-0.71058,
-0.67324,-0.8579,
-0.13578,-0.5576,
-0.35286,-0.71993,
-0.089724,-0.66113,
-0.13064,-0.55801,
-0.13759,-0.60649,
-0.16067,-0.39348,
0.17574,-0.37945,
-0.013139,-0.45391,
-0.3839,-0.69498,
-0.27827,-0.9296,
0.011932,-0.59949,
-0.2756,-0.39484,
-0.67445,-0.4414,
-0.83734,-0.77553,
-0.34786,-0.66264,
-0.63566,-0.37507,
-0.068862,-0.6621,
-0.78846,-0.52105,
-0.23394,-0.65292,
-0.22947,-0.99612,
-0.59207,-0.088121,
-0.66276,-0.38121,
-0.29493,-0.53441,
-0.055251,-0.60373,
-0.72841,-0.67473,
-0.12981,-0.62379,
-0.51989,-0.60875,
-0.031679,-0.22236,
0.079256,-0.70482,
