-1.0354,-1.2947,
-1.1218,-1.3185,
-1.0266,-1.3291,
-1.2395,-1.0969,
-0.96975,-1.4868,
-0.92594,-1.233,
-1.4669,-1.3976,
-1.017,-1.4456,
-1.2305,-1.3465,
-1.1305,-1.2389,
-1.0935,-1.1932,
-1.0002,-1.475,
-1.0754,-1.3825,
-1.1275,-1.2405,
-0.95808,-1.1069,
-0.97444,-1.2273,
-1.1645,-1.2552,
-1.1741,-1.1858,
-1.2162,-1.221,
-1.051,-1.386,
-1.0923,-1.2656,
-1.0231,-1.3167,
-1.0869,-1.245,
-1.1195,-1.2574,
-0.88679,-1.2974,
-1.0175,-1.3204,
-1.1017,-1.4124,
-1.0752,-1.3151,
-1.082,-1.2797,
-1.0193,-1.15,
-0.87358,-1.347,
-0.93171,-1.1169,
-1.1736,-1.5924,
-1.0773,-1.3282,
-0.94278,-1.2744,
-1.2016,-1.2909,
-1.0767,-1.3711,
-0.92068,-1.2601,
-0.98778,-1.1216,
-0.90522,-1.4036,
-0.92987,-1.5782,
-1.0237,-1.3971,
-0.96677,-1.2858,
-1.1238,-1.1482,
-1.2535,-1.1945,
-0.91173,-1.4845,
-1.3669,-1.2095,
-0.94017,-1.3118,
-1.0544,-1.2314,
-0.90864,-1.3941,
-1.2573,-1.1923,
-1.0985,-1.5557,
-0.98482,-1.3341,
-1.0598,-1.2834,
-1.288,-1.2773,
-0.95184,-1.1062,
-1.2584,-1.3557,
-0.94845,-1.4707,
-1.0814,-1.1551,
-1.1036,-1.2713,
-1.0134,-1.2921,
-0.88647,-1.3331,
-0.92416,-1.2796,
-1.1669,-1.3864,
-1.034,-1.288,
-0.94669,-1.4326,
-1.1666,-1.3218,
-1.1094,-1.1806,
-1.224,-1.4331,
-1.0563,-1.4089,
-0.93432,-1.2959,
-0.77282,-1.3115,
-1.0733,-1.3939,
-1.2481,-1.3661,
-1.0948,-1.4833,
-1.1952,-1.6397,
-1.0758,-1.527,
-1.1481,-1.4325,
-1.0881,-1.3369,
-1.1352,-1.3642,
-0.99797,-1.1091,
-1.2086,-1.2227,
-1.0037,-1.0859,
-0.9053,-1.2398,
-0.93791,-1.1154,
-1.0404,-1.709,
-0.90869,-1.4492,
-1.1476,-1.1937,
-0.95942,-1.1326,
-1.3054,-1.1955,
-1.011,-1.1164,
-1.1678,-1.4207,
-1.0117,-1.5257,
-1.0981,-1.3282,
-1.0387,-1.4643,
-1.2006,-1.1598,
-1.1406,-1.0905,
-1.0796,-1.4386,
-0.97876,-1.2936,
-1.1719,-1.1667,
-1.1512,-1.3223,
-1.2472,-1.4164,
-1.0742,-1.4624,
-1.0867,-1.2432,
-1.0903,-1.3251,
-0.98512,-1.0451,
-1.2424,-1.219,
-1.0408,-1.131,
-1.0332,-1.3511,
-1.204,-1.471,
-1.0002,-1.3978,
-1.0524,-1.4009,
-1.0017,-1.4131,
-1.0666,-1.4872,
-1.0814,-1.1463,
-0.91029,-1.3174,
-1.0546,-1.2579,
-1.0611,-1.1732,
-1.2763,-1.2494,
-1.0468,-1.2061,
-0.9476,-1.4138,
-1.1671,-1.0845,
-1.0675,-1.3023,
-1.1207,-1.3581,
-1.0871,-1.2691,
-1.103,-1.2124,
-0.95393,-1.2494,
-1.1662,-1.4464,
-1.1797,-1.4951,
-1.0304,-1.1947,
-0.97524,-1.2085,
-1.2939,-1.3757,
-1.0116,-1.1203,
-0.94871,-1.1314,
-1.085,-1.2481,
-1.28,-1.2461,
-1.1848,-1.1505,
-1.025,-1.302,
-1.2204,-1.5022,
-1.1448,-1.423,
-0.78091,-1.2676,
-0.87767,-1.3012,
-0.99746,-1.2641,
-1.0019,-1.2773,
-1.0687,-1.3702,
-1.0406,-1.4569,
-0.98529,-1.4476,
-1.1552,-1.3027,
-1.0608,-1.3306,
-1.0055,-1.3354,
-0.98427,-1.3045,
-0.9585,-1.4837,
-0.9897,-1.1023,
-0.85392,-1.554,
-1.062,-1.3772,
-1.2385,-1.6228,
-0.95651,-1.4354,
-1.1324,-1.2238,
-1.0541,-1.2499,
-1.0656,-1.1281,
-1.116,-1.3649,
-1.0903,-1.3415,
-1.115,-1.5773,
-0.8459,-1.2684,
-0.9867,-1.4647,
-1.0129,-1.2481,
-1.1337,-1.3412,
-0.90988,-1.2653,
-0.87679,-1.4376,
-0.95773,-1.2182,
-0.92627,-1.3912,
-1.1244,-1.3346,
-1.0468,-1.1123,
-1.1413,-1.2214,
-0.92103,-1.2623,
-1.2308,-1.2019,
-0.95327,-1.4173,
-0.9152,-1.3089,
-0.92035,-1.3443,
-0.97072,-1.371,
-1.1046,-1.4944,
-1.102,-1.6076,
-1.2075,-1.2079,
-1.0991,-1.0248,
-1.307,-1.3175,
-0.94996,-1.2886,
-1.0064,-1.3966,
-1.1021,-1.5952,
-1.1859,-1.3821,
-1.2256,-1.2566,
-1.2153,-1.2102,
-1.1809,-1.2648,
-1.2122,-1.3455,
-1.0694,-1.145,
-1.0574,-1.3786,
-1.152,-1.2989,
-1.2971,-1.4963,
-0.97518,-1.3323,
-0.9446,-0.97105,
-1.0977,-1.3676,
-1.128,-1.1088,
